UnitID,OwningHerbariumAcronym,PrepCode,DateCreated,dateValidated,Genus on label,Species on label,Author,General Comments,country,dateIdentified,Collection Date,Cultivated,Cultivated Date,Cultivated by,habitat,identificationRemarks,identifiedBy,Filed-under country,Collected by,Collected by_1,Collected by_2,Collected by_3,recordNumber,Filed-under Name,Family,Sheet Number,stateProvince,transcriberNotes,verbatimElevation,Altitude,Altitude_max,Altitude_unit,verbatimLatitude,LatDeg,LatMin,LatSec,LatOrient,verbatimLocality,verbatimLongitude,LongDeg2,LongMin,LongSec,LongOrient,vernacularName
K000865212,K,Sheet,07/02/2018,07-Feb-2018 21:42:50,Striga,hermonthica,(Delile) Benth.,,Niger,,1995-09-10,false,,,Bord de route.,Plante herbacée en bordure de route en mélange avec H.B. 6629 (Schoenefeldia gracilis). Plante herbacée de 30-40 cm; hemiparasite. Fleurs bleues-mauves.,,Niger,"Breyne, H.",,,,6130,Striga hermonthica Benth.,,,Tahoua,,,,,,,,,,,"14 km N of Tabalakh, Région d'Abalak.",,,,,,
K000865213,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Niger,1956-06-19,1927-10-08,false,,,dry ground,flowers red-violet,"Hepper, F.N.",Niger,"Hagerup, O.",,,,478,Striga hermonthica Benth.,,,Niamey,,,,,,,,,,,calamé du Niger,,,,,,
K000865214,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,1967,1967-08-16,false,,,damp roadside,herb with pink flowers,"Enti, A.A.",Ghana,Hossain,Agyakwah,,,GC 37957,Striga hermonthica Benth.,,,Upper East,,,,,,,,,,,Winkogo to Tongo,,,,,,
K000865215,K,Sheet,07/02/2018,14-Feb-2018 22:52:25,Striga,hermonthica,(Delile) Benth.,,Nigeria,,1985-11-4,false,,,,,,Ghana,"Parkinson, V.",,,,A3,Striga hermonthica Benth.,,,,,,,,,,,,,,Mokwa,,,,,,
K000865216,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Ghana,1967,1967-08-16,false,,,On wet dampy grassland,"Herb, flowers pink","Enti, A.A.",Ghana,Hossain & Agyakwah,,,,37954,Striga hermonthica Benth.,,,Upper East,,,,,,,,,,,Winkogo to Tongro,,,,,,
K000865217,K,Sheet,07/02/2018,09-Feb-2018 01:37:58,Striga,hermonthica,(Delile) Benth.,,Ghana,,1967-8-14,false,,,,A herb with pink flowers turning black on drying,A.A.Enti.,Ghana,"Hossain, M.","Agyakwah, C.W.",,,37855,Striga hermonthica Benth.,,,,,,,,,,,,,,"Bongo, near Bolgotanga",,,,,,
K000865218,K,Sheet,07/02/2018,07-Feb-2018 23:27:05,Striga,hermonthica,(Delile) Benth.,,Ghana,,1950-12-04,false,,,Among grass on edge of millet field.,Flowers bright magenta. Up to 2' high.,,Ghana,"Adams, C.D.","Akpabla, G.K.",,,4107,Striga hermonthica Benth.,,,,,,,,,,,,,,"Br. Togoland. Near Oti river, Paliba.",,,,,,
K000865219,K,Sheet,07/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,,1958-3-22,false,,,,"White Volta, N.T., cultivated ground",,Ghana,F.N.Hepper & J.K.Morton,,,,A3160,Striga hermonthica Benth.,,,,,,,,,,,,,,,,,,,,
K000865220,K,Sheet,16/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,1956-06-19,1919-06-20,false,,,common parasite on the roots of guinea corn,,"Hepper, F.N.",Ghana,"Saunders, C.",,,,7,Striga hermonthica Benth.,,,,,,,,,,,,,,Gold coast,,,,,,
K000865221,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised edition of F.W.T.A.;Striga hermonthica (Del.) Benth.,Ghana,1956-06-19,,false,,,,,"Hepper, F.N.",Ghana,"Lloyd Williams, R",,,,545,Striga hermonthica Benth.,,,,,,,,,,,,,,Gold Coast,,,,,,
K000865222,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised edition of F.T.W.A.;Striga hermonthica (Del.) Benth.,Ghana,,1950-12-19,false,,,Cultivated ground.,Flowers bright magenta.,"Adams, C.D.",Ghana,"Adams, C.D.",,,,4419,Striga hermonthica Benth.,,,,,,,,,,,,,,Gold Coast N.T.  Near Burufo,,,,,,
K000865223,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised edition of F.T.W.A.;Striga hermonthica (Del.) Benth.,Ghana,1956-06-19,1956-06-19,false,,,Locally frequent.  Heavy black clay in natural grassland. With Vetiveria-Brachiaria-Andropogon-etc. and invading ruderals.,"Small erect pink fpowered herb about 12"".","Rose Innes, R.",Ghana,"Rose Innes, R.",,,,30116,Striga hermonthica Benth.,,,Greater Accra,,,,,,5°40'N,5,40,,N,"Agricultural Research Station, Nungua, Gold Coast",0°06'W,0,6,,W,
K000865224,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised edition of F.W.T.A.;Striga hermonthica (Del.) Benth.,Ghana,,1958-10-26,false,,,In sandy soil amongst crop of Guinea corn.,"Herb about 12"" high with pinkish-mauve flowers. Loc. v. freq.","Rose Innes, R.",Ghana,"Rose Innes, R.",,,,30748,Striga hermonthica Benth.,,,Northern,,,,,,10°32'N,10,32,,N,2.3 m. NW of Bunkpurugu on road to Nakpanduri,0°03'E,0,3,,E,
K000865225,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Ghana,,1951-12,false,,,Cultivated land,Flower rich pinkish purple.,,Ghana,"Morton, J.K.",,,,6214,Striga hermonthica Benth.,,,Northern,,,,,,,,,,,Tamale Rest House N.Ts,,,,,,
K000865226,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Striga hermonthica (Del.) Benth.,Ghana,,1965-08-27,false,,,Cultivated fields,Erect herb with conspicuous purple flowers.,"Hall, J.B.",Ghana,"Hall, J.B.",,,,400,Striga hermonthica Benth.,,,Northern,,,,,,,,,,,"Savelugu, Ghana",,,,,,
K000865227,K,Sheet,08/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen Ghana Fl.;Striga hermonthica (Del.) Benth.,Ghana,,1954-12-27,false,,,In guinea corn fields,Flower bright pink,"Morton, J.K.",Ghana,"Morton, J.K.",,,,1394,Striga hermonthica Benth.,,,Northern,,,,,,,,,,,Gambaga;N.N.W. of the town,,,,,,
K000865228,K,Sheet,08/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen Ghana Fl.;Striga hermonthica (Del.) Benth.,Ghana,,1955-12-12,false,,,In cult. savannah.,Fl. purple-pink.,"Morton, J.K.",Ghana,"Morton, J.K.",,,,9876,Striga hermonthica Benth.,,,Northern,,,,,,,,,,,"By Ziong, Tamale Road,",,,,,,
K000865229,K,Sheet,19/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,,1951-12,false,,,In guinea corn fields.,Fl. rich pinkish purple.,,Ghana,"Morton, J.K.",,,,GC 6214,Striga hermonthica Benth.,,19,Northern,,,,,,,,,,,Tamale R.H.,,,,,,
K000865230,K,Sheet,08/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,,1961-08,false,,,,A purple-flowered herb to 3 ft. high,,Ghana,"Irvine, F.R.",,,,4581,Striga hermonthica Benth.,,,Northern Territory,,,,,,,,,,,5 miles from Tamale,,,,,,
K000865231,K,Sheet,08/02/2018,,Striga,hermonthica,(Delile) Benth.,,Ghana,,1961-08,false,,,,"A purple-flowered semi-parasitic plant, on groundnuts",,Ghana,"Irvine, F.R.",,,,4534,Striga hermonthica Benth.,,,Northern Territory,,,,,,,,,,,near Tamale,,,,,,
K000865232,K,Sheet,17/02/2018,,Striga,hermonthica,(Delile) Benth.,Seen for revised edition of F.W.T.A.;Striga hermonthica (Del.) Benth.,Nigeria,1956-06-19,1908-09-18,false,,,,,"Hepper, F.N.",Nigeria,"Parsons, Dr.A.C.",,,,,Striga hermonthica Benth.,,,Kogi,,,,,,,,,,,"Lokoja District, Northern Nigeria",,,,,,
